angle,Lng,Lat,Fid
35.59191091,9.2300902,45.5083402,16222
101.6819545,9.227735401,45.51939773,16223
282.1206623,9.224958167,45.51679572,16224
102.1123856,9.22162002,45.51797231,16225
102.2971849,9.2207418,45.5181047,16226
84.03300697,9.228624949,45.5091526,16227
84.02222309,9.227731524,45.509087,16228
180.85129840000002,9.2243414,45.5046236,16229
84.00781308,9.22951836,45.50921829999999,16230
104.4449502,9.1240579,45.472970700000005,16231
281.06895760000003,9.1242424,45.4730893,16232
110.0763978,9.1243386,45.472769799999995,16233
283.8373373,9.1244888,45.472902600000005,16234
23.943329199999997,9.242828845,45.48524065,16235
29.42071913,9.2424098,45.4846839,16236
283.9339952,9.1239011,45.47334779999999,16237
335.09533230000005,9.158212800000001,45.4457511,16238
178.8249743,9.1627125,45.437304299999994,16239
195.2115923,9.158277164,45.42554634,16240
196.0953388,9.158515798,45.42615414,16241
358.2555383,9.0891093,45.4781615,16242
197.6193756,9.089202400000001,45.4833196,16243
147.3199926,9.1644485,45.4348258,16244
329.91388839999996,9.1634007,45.430427200000004,16245
175.4700556,9.2239444,45.5040101,16246
314.6403347,9.231660204,45.49835689,16247
98.49505605,9.244954,45.481751700000004,16248
187.77103219999998,9.221129800000002,45.4968336,16249
249.5622684,9.230990534,45.4935103,16250
215.4848611,9.220745694,45.49627295,16251
305.0704704,9.242087166000001,45.47255458,16252
22.61798894,9.220427379,45.49024202,16253
281.68139560000003,9.244566382999999,45.47184148,16254
275.18307410000006,9.2454565,45.4717591,16255
298.70831519999996,9.242868595,45.47224426,16256
287.26574320000003,9.243701358,45.47201022,16257
240.39274019999996,9.132106257,45.46241826,16258
264.8769497,9.1328966,45.4627107,16259
240.39274019999996,9.130544208,45.46179569,16260
240.39274019999996,9.131325232,45.46210698,16261
36.77702441,9.1710719,45.4574427,16262
225.8529491,9.172065199999999,45.458154799999996,16263
134.0032388,9.17509335,45.45604741,16264
138.18075869999998,9.1744487,45.4564862,16265
337.3982037,9.147358345,45.44387172,16266
350.4725577,9.1475984,45.443268100000004,16267
290.9197119,9.2149226,45.5232451,16268
337.3982037,9.147013099999999,45.44445358,16269
241.4919691,9.128979915,45.4611761,16270
240.39274019999996,9.129763184,45.46148441,16271
298.0373841,9.135263514,45.46211515,16272
21.53852522,9.2014945,45.4935542,16273
260.1057308,9.163334599999999,45.4451406,16274
147.484048,9.159216,45.4432954,16275
352.21786010000005,9.201496945,45.49417689,16276
174.5318936,9.1636909,45.4589932,16277
220.80391980000005,9.155869500000001,45.458303,16278
3.15856997,9.13026235,45.46365798,16279
3.049180222,9.1302127,45.4630289,16280
312.5001488,9.242351494,45.50219036,16281
358.6783553,9.208832826,45.4635715,16282
358.7485984,9.208852685,45.46294161,16283
92.47492532,9.136941499999999,45.468883700000006,16284
175.5872801,9.1648188,45.4374849,16285
272.34659039999997,9.1374272,45.4691815,16286
210.68910530000002,9.152879308,45.44656454,16287
209.61873290000003,9.1533366,45.447107,16288
218.5474358,9.151849765,45.44553519,16289
218.68499989999998,9.152410274,45.4460277,16290
191.5341871,9.1357709,45.4522794,16291
142.0515146,9.1585197,45.4616821,16292
351.6477202,9.1587945,45.461371899999996,16293
12.17149749,9.1603745,45.459219700000006,16294
213.80005840000004,9.148451923,45.44354788,16295
66.00594743,9.1597251,45.4592691,16296
168.5950886,9.159242599999999,45.460703,16297
243.1360199,9.150472292,45.44476734,16298
231.87995640000003,9.151270835,45.44505572,16299
232.2643206,9.149034107,45.44401777,16300
229.3208124,9.149728638,45.44441717,16301
160.4865462,9.1590969,45.4619729,16302
56.15403324,9.1595559,45.446192700000005,16303
243.66265409999997,9.160339500000001,45.4606193,16304
146.07872980000002,9.159515288,45.46141633,16305
337.2918095,9.159464100000001,45.4435988,16306
64.42273923,9.1604448,45.4595002,16307
353.966205,9.1566129,45.4551104,16308
358.5186143,9.136011400000001,45.454511,16309
65.16368598,9.161259008,45.45976638,16310
247.424096,9.157136232000001,45.45524034,16311
245.5438514,9.157963699999998,45.455485499999995,16312
66.92589982,9.208163693,45.44217137,16313
66.94394463,9.207337158,45.44192449,16314
210.53456040000003,9.207161,45.490461700000004,16315
66.96012171,9.208990169,45.44241835,16316
75.31375209999999,9.215036068,45.44392188,16317
75.31582626,9.214167100000001,45.44376210000001,16318
66.94394463,9.206510599,45.44167765,16319
80.71287552,9.205670699999999,45.441463299999995,16320
1.209971076,9.154655759,45.43279967,16321
342.2090105,9.154651199999998,45.4321744,16322
358.6381026,9.1551061,45.4375733,16323
141.8629064,9.1476465,45.4319348,16324
160.1362207,9.1544666,45.4369714,16325
199.3100505,9.196053,45.5100971,16326
23.50271087,9.205337041,45.49870762,16327
199.3768675,9.195464405,45.50890752,16328
199.10710580000003,9.195758659,45.50950233,16329
102.6677677,9.201473486,45.50277314,16330
101.8580967,9.2005966,45.5029098,16331
23.50271087,9.2049788,45.498130200000006,16332
102.6677677,9.202349935,45.50263507,16333
354.8702066,9.176156212999999,45.49596502,16334
354.8702066,9.176075893,45.49659217,16335
201.47177549999998,9.208498036,45.51756351,16336
200.7747424,9.208826,45.5181495,16337
201.47177549999998,9.207840392,45.51639199,16338
201.47177549999998,9.208169214,45.51697775,16339
282.4023797,9.206750246,45.50221571,16340
282.4023797,9.207627598,45.50208048,16341
177.64641809999998,9.2002933,45.4928843,16342
298.6054851,9.1988819,45.492590299999996,16343
165.33416269999998,9.208472582999999,45.502171000000004,16344
262.3328895,9.2085084,45.50200170000001,16345
256.1436027,9.208719027,45.50203811,16346
15.61175394,9.164950741,45.43575560000001,16347
1.9112299830000001,9.1647715,45.435143599999996,16348
144.9608544,9.168618084,45.48561211,16349
178.1420804,9.164832800000001,45.4373576,16350
207.5625347,9.199953941,45.49231199,16351
2.382835649,9.165103,45.4373616,16352
18.93449129,9.219434893999999,45.43693811,16353
18.93449129,9.219143403,45.43634187,16354
115.0295697,9.224904315,45.4476026,16355
119.36898459999999,9.224092599999999,45.447871899999996,16356
289.3394432,9.2122468,45.5217481,16357
290.9197119,9.214083500000001,45.52346982,16358
255.27092050000002,9.208432847000001,45.50348929,16359
264.7458817,9.2093045,45.503638,16360
164.9458735,9.208244353,45.50277995,16361
194.3197147,9.2080465,45.5033881,16362
118.390849,9.226351292999999,45.446884499999996,16363
133.3032337,9.225671064,45.44729377,16364
300.4613036,9.219633397,45.450624,16365
300.48386569999997,9.220407699999999,45.4503045,16366
177.0370534,9.184856879,45.50633225,16367
130.7552246,9.2246556,45.4428688,16368
177.0370534,9.184903313,45.50570352,16369
130.52305479999998,9.226445973999999,45.44055178,16370
130.9638191,9.225764199999999,45.4409622,16371
311.4006878,9.22509643,45.44138366,16372
172.26119740000001,9.188037921,45.44842601,16373
60.419732499999995,9.160961293,45.46166492,16374
60.12152243,9.160180300000002,45.4613536,16375
269.74544360000004,9.224662400000001,45.4429536,16376
316.2786542,9.243277897999999,45.450391499999995,16377
316.2786542,9.243898771,45.44993605,16378
270.189529,9.241771691,45.45091729999999,16379
313.7116438,9.242648352,45.45084086,16380
176.99171069999997,9.247511262,45.43254186,16381
176.99171069999997,9.247464118,45.43317137,16382
316.290075,9.244519557,45.44948054,16383
316.290075,9.245140300000001,45.449025,16384
86.80191836,9.243339396,45.48406898,16385
86.57584517,9.242442500000001,45.484033600000004,16386
323.79047119999996,9.230067318,45.51331236,16387
349.7959975,9.230252199999999,45.5127012,16388
86.30850759,9.242346252,45.44868758,16389
86.30850759,9.244139153999999,45.44876873,16390
86.30850759,9.243242703,45.44872815,16391
350.8175792,9.114466087,45.51381093,16392
350.8175792,9.114609439,45.51318951,16393
262.6745674,9.118168517,45.51389444,16394
323.8898588,9.1153788,45.4436577,16395
244.29217930000002,9.117315300000001,45.4444393,16396
256.4102231,9.2488555,45.434586700000004,16397
91.24325575,9.191557103,45.43213901,16398
216.6024199,9.247597987,45.43376632,16399
216.6977012,9.248133695,45.43427234,16400
262.6745674,9.11638655,45.51373391,16401
262.6745674,9.117277534,45.51381418,16402
91.25088173,9.190659,45.4321527,16403
262.6745674,9.115495567,45.51365365,16404
293.3499226,9.1945695,45.4402104,16405
25.17274477,9.195501323,45.44112113,16406
45.92564298,9.194869261000001,45.44067546,16407
328.7318133,9.1244161,45.5033912,16408
357.66166499999997,9.127864783,45.50220585,16409
330.10476960000005,9.123519678,45.50448244,16410
330.10476960000005,9.123967412,45.50393663,16411
111.2596192,9.208616166,45.5182066,16412
122.9526087,9.207787800000002,45.5184469,16413
201.6418132,9.207306996,45.51544668,16414
177.4475059,9.1589105,45.4284911,16415
143.0455726,9.159135000000001,45.4284864,16416
28.88987092,9.159666892999999,45.42916267,16417
29.92823265,9.1592367,45.4286093,16418
225.81426859999996,9.175207347,45.45507889,16419
82.80488528,9.174445599999999,45.4996747,16420
110.7766635,9.213032472,45.51697307,16421
223.9096505,9.1758502,45.455519,16422
110.26833490000001,9.213872858,45.51675072,16423
88.85845461,9.232302179,45.52094002,16424
88.19364122,9.231404099999999,45.520925899999995,16425
12.65829234,9.230381582,45.52224328,16426
270.8059184,9.174346174,45.44071408,16427
271.8759015,9.2045655,45.47113770000001,16428
92.29395541,9.17358709,45.44185597,16429
80.00319623,9.230084369,45.50437992,16430
309.85815160000004,9.2502218,45.4337851,16431
262.4744579,9.1586421,45.4191225,16432
216.67757360000002,9.157328647,45.42073941,16433
275.3444097,9.1765468,45.4150645,16434
214.30938140000004,9.209041099999999,45.4923934,16435
40.45003779,9.245379562,45.44169589,16436
40.34705405,9.2491649,45.4337593,16437
166.1688567,9.248796057,45.43513424,16438
40.04650989,9.243638961,45.44025232,16439
40.04650989,9.243060977,45.4397698,16440
40.40302391,9.24479699,45.44121611,16441
40.04650989,9.244216945,45.44073483,16442
160.6103334,9.1575736,45.4226974,16443
277.85043019999995,9.1579366,45.4224637,16444
291.95743089999996,9.159128047000001,45.42308155,16445
291.95743089999996,9.1599612,45.4228458,16446
290.9670702,9.1590254,45.4231106,16447
345.125405,9.178562681,45.53110806,16448
190.0968459,9.157536492,45.42295303,16449
270.0,9.158177831,45.423312,16450
352.82782230000004,9.16061516,45.42195693,16451
13.53756959,9.160691724,45.42133148,16452
240.8497949,9.157909599999998,45.421205799999996,16453
330.4352077,9.160465432999999,45.42257668,16454
14.25015838,9.159164826,45.41987823,16455
35.34741951,9.160219442999999,45.42080002,16456
60.93817937,9.159492788,45.42044172,16457
91.06338426,9.222552681,45.44285974,16458
44.82932231,9.227704699999999,45.514319,16459
60.419732499999995,9.161742526,45.46197595,16460
12.23170331,9.2219413,45.4432689,16461
85.35105701,9.2216561,45.443191600000006,16462
341.9249749,9.178835284,45.53050856,16463
9.255251653,9.178957662,45.52989687,16464
139.73467480000002,9.210222142000001,45.44422014,16465
129.9323804,9.22263013,45.44286434,16466
159.90075259999998,9.127046042,45.43826267,16467
159.884815,9.1267373,45.438854600000006,16468
52.37534583,9.126963192,45.43757627,16469
55.30137742,9.1272942,45.4377528,16470
250.822523,9.12804478,45.43809961,16471
358.7593559,9.128883668,45.43827627,16472
70.50326968,9.128108911,45.43801411,16473
339.7267197,9.118077382000001,45.45584549,16474
339.74080610000004,9.118388564,45.45525437,16475
69.63505409,9.250050866,45.47255982,16476
69.63505409,9.2492087,45.4723406,16477
232.2777463,9.127246000000001,45.4378744,16478
342.5536019,9.1186962,45.454662400000004,16479
231.5854214,9.126542423,45.43748251,16480
297.1320757,9.117732199999999,45.4442783,16481
64.89798015,9.0923897,45.4637283,16482
243.7228378,9.1170977,45.4443658,16483
191.7904224,9.2227329,45.517804999999996,16484
101.9514454,9.222041232999999,45.51596037,16485
166.8232091,9.229482745,45.51605601,16486
147.39303080000002,9.13028354,45.43674329,16487
145.1959325,9.129777019,45.43726378,16488
220.5743297,9.1288595,45.4383439,16489
147.39303080000002,9.130767619,45.43621229,16490
238.3991108,9.115546853,45.44373047,16491
238.3531423,9.116311689,45.44406104,16492
148.60200830000002,9.12928218,45.43778954,16493
257.16870819999997,9.231416699999999,45.5127555,16494
185.3954962,9.223968199999998,45.504313,16495
102.90740699999999,9.227446400000002,45.5144045,16496
160.5414303,9.219411451000001,45.50978893,16497
267.20290869999997,9.233524297,45.512672200000004,16498
255.18664569999999,9.234415199999999,45.5127343,16499
101.9704788,9.219404699999998,45.5163514,16500
286.36659649999996,9.219242009,45.51540382,16501
101.9514454,9.22116239,45.51609072,16502
101.9514454,9.220283547000001,45.51622106,16503
286.36971719999997,9.2218275,45.5148711,16504
182.44045419999998,9.2239459,45.5041319,16505
286.38681299999996,9.22010384,45.51522625,16506
286.38681299999996,9.220965665,45.51504866,16507
307.9958441,9.1548169,45.4406777,16508
353.5534367,9.178620462,45.49777589,16509
316.9505935,9.1551054,45.440461,16510
257.8345243,9.154031963,45.44086013,16511
123.8789626,9.1790355,45.529032,16512
97.23802054,9.1786882,45.52906289999999,16513
353.6082007,9.178721300000001,45.49715020000001,16514
316.6661871,9.169989900000001,45.526446299999996,16515
159.7365371,9.21910494,45.51039628,16516
159.7365371,9.21879382,45.51098684,16517
141.48007230000002,9.161309727999999,45.44022745,16518
147.6863669,9.1607625,45.440726700000006,16519
156.995112,9.16046337,45.44122103,16520
210.0685097,9.2134109,45.458372999999995,16521
305.5754469,9.204682199999999,45.4878936,16522
269.67974560000005,9.146486,45.4453619,16523
216.41885789999998,9.216228300000001,45.4902016,16524
36.39159719,9.202055412,45.48570881,16525
212.52197290000004,9.221474800000001,45.4979707,16526
122.0703801,9.220461,45.4981566,16527
317.22160210000004,9.1757618,45.41554420000001,16528
181.0600789,9.154580827,45.43606535,16529
357.66166499999997,9.127901435,45.50157676,16530
1.732049252,9.165111,45.4374965,16531
69.77635197,9.216312542999999,45.48105879,16532
263.6903417,9.1745,45.4378453,16533
326.2947107,9.148479376000001,45.50380882,16534
311.1446292,9.149078523,45.50334335,16535
269.45731969999997,9.218482226,45.45691567,16536
269.4301412,9.2193805,45.4569217,16537
135.5016072,9.1576925,45.5043651,16538
352.83698760000004,9.158175595,45.50294125,16539
311.1446292,9.149755,45.5029291,16540
215.3733992,9.152666,45.5039198,16541
290.9316622,9.127331348,45.50775229,16542
286.76885730000004,9.128171245,45.50752916,16543
62.688241399999995,9.2169028,45.4812196,16544
280.3315298,9.1305829,45.5072324,16545
269.45731969999997,9.217583951,45.45690971,16546
278.7357212,9.129051606,45.50741022,16547
278.7357212,9.1299395,45.5073146,16548
232.46181780000003,9.083915207,45.47536115,16549
85.22791434,9.1527412,45.5023842,16550
280.684508,9.1582489,45.5023165,16551
271.5873753,9.086517599999999,45.4757061,16552
83.17112263,9.26288535,45.47032825,16553
260.339628,9.084741743,45.47552434,16554
261.0784329,9.085628178,45.47562638,16555
71.08714254,9.155384157,45.50072376,16556
108.08096359999999,9.154512111,45.50066187,16557
71.06593847,9.15623396,45.50092787,16558
211.77745159999998,9.153352186000001,45.50180833,16559
124.2662966,9.153742581,45.50097768,16560
152.58372130000004,9.153031,45.5013506,16561
77.21662935,9.2552422,45.47323529999999,16562
77.23816852,9.256994427999999,45.47351367,16563
77.23816852,9.256118304,45.47337452,16564
84.05824189,9.251770916,45.47290763,16565
72.97977757,9.250895374,45.47277313,16566
82.64770307,9.253562672000001,45.47297686,16567
88.94001194,9.252666088,45.47295368,16568
201.7466799,9.1987916,45.5037055,16569
201.99464540000002,9.1985853,45.5033431,16570
93.70853026,9.261992900000001,45.4702664,16571
201.7517169,9.1987311,45.503599200000004,16572
77.23816852,9.258746675,45.47379197,16573
77.23816852,9.257870551,45.47365282,16574
201.7527939,9.1986855,45.5035191,16575
77.23816852,9.259622799,45.47393112,16576
209.6446549,9.1555268,45.419403,16577
160.2613796,9.154625900000001,45.4187218,16578
190.09335919999998,9.1545504,45.4190958,16579
236.5097577,9.155864,45.4195596,16580
192.5412255,9.154182899,45.41882962,16581
214.9220028,9.154657108,45.41936098,16582
192.1661852,9.1545138,45.4186922,16583
306.8789088,9.155425348,45.41913664,16584
215.47636549999999,9.1551916,45.4190276,16585
63.612603,9.1543777,45.4184189,16586
91.92863253,9.154614599999999,45.4184751,16587
192.133572,9.154821,45.41846743,16588
107.2116969,9.158340087000001,45.41900182,16589
107.2116969,9.157482,45.419188399999996,16590
256.8582801,9.1587534,45.41915720000001,16591
286.7394744,9.1575147,45.4193227,16592
201.8787216,9.161728115,45.42890539,16593
201.8815731,9.1620629,45.4294904,16594
157.058659,9.158562,45.4189283,16595
214.2598728,9.154782096,45.41933457,16596
214.9220028,9.155171359,45.41987798,16597
233.3357451,9.1557826,45.4203326,16598
345.21783250000004,9.159044699999999,45.419002,16599
214.2598728,9.155287800000002,45.41985570000001,16600
201.16846519999999,9.157726400000001,45.4223784,16601
223.57625269999997,9.1528811,45.4314043,16602
216.54801650000002,9.1530425,45.4315571,16603
99.59390063,9.1539556,45.4320201,16604
223.0341486,9.152262469,45.4309472,16605
174.9656977,9.1544159,45.4335756,16606
359.57650839999997,9.1546628,45.4330336,16607
208.43419369999998,9.153115919,45.43165225,16608
264.7983333,9.153756699999999,45.4320451,16609
9.561399097,9.1589679,45.4277189,16610
3.463761561,9.1590304,45.4279793,16611
201.735302,9.162120892,45.42959249,16612
230.63693709999998,9.1626131,45.4301072,16613
187.2075394,9.1588769,45.4280445,16614
12.24827557,9.154741099999999,45.4319912,16615
182.9557977,9.158713857,45.42714453,16616
187.56541289999998,9.1588274,45.4277698,16617
184.49710100000001,9.155101199999999,45.4444574,16618
171.6381117,9.155404687,45.43988633,16619
183.0032424,9.155006422000001,45.44319865,16620
182.88684709999998,9.15505281,45.44382808,16621
181.674625,9.1555268,45.439286700000004,16622
183.02942380000002,9.154823343,45.44096333,16623
194.4807614,9.15532333,45.438674299999995,16624
356.4257076,9.1546565,45.4334305,16625
352.3671501,9.1545988,45.4340706,16626
357.81976960000003,9.1546296,45.43373270000001,16627
180.9512124,9.1545685,45.4358026,16628
238.8892523,9.153056699999999,45.435054,16629
183.0032424,9.154959357000001,45.44256924,16630
231.32084680000003,9.153293932,45.43518727,16631
223.34438140000003,9.1539618,45.4356075,16632
136.75402490000002,9.1629241,45.4405162,16633
177.3970256,9.162685136,45.43763001,16634
136.3533106,9.162449426,45.44123761,16635
136.3533106,9.1618294,45.4416937,16636
141.2142595,9.1619935,45.4396329,16637
176.4869476,9.1626904,45.4375479,16638
177.3970256,9.162644339,45.43825969,16639
177.5001841,9.1626048,45.438889399999994,16640
136.3378482,9.1615492,45.4418997,16641
136.00441930000002,9.162404645,45.44089424,16642
135.5411831,9.162882699999999,45.4409189,16643
5.629816243,9.1651311,45.4377027,16644
316.3829442,9.1633098,45.440605100000006,16645
145.3072781,9.1648843,45.439425799999995,16646
136.00441930000002,9.161780672,45.44134767,16647
136.00441930000002,9.1611567,45.4418011,16648
181.0397036,9.164680968999999,45.43391682,16649
1.3320163999999999,9.1650919,45.43689570000001,16650
0.079336746,9.1650981,45.4370828,16651
182.0001977,9.1646783,45.4338136,16652
181.16665840000002,9.164613007,45.43147433,16653
177.5208899,9.16275617,45.43654459,16654
177.4311372,9.1627163,45.437174299999995,16655
142.12207790000002,9.1623222,45.4393459,16656
140.53472649999998,9.161599699999998,45.439974400000004,16657
176.1518398,9.1627025,45.4374096,16658
349.369154,9.1648446,45.435032799999995,16659
175.2351659,9.164843800000002,45.4371466,16660
178.37737099999998,9.164878037000001,45.43625741,16661
178.37737099999998,9.1648526,45.4368875,16662
143.47381289999998,9.1719088,45.4130241,16663
130.5711447,9.171606392000001,45.41326018,16664
180.9515845,9.164608,45.4313018,16665
140.5630824,9.172224215,45.41245676,16666
78.54504598,9.175796400000001,45.4152781,16667
127.3157379,9.1707853,45.4134773,16668
49.66165901,9.172886,45.411685799999994,16669
181.0000613,9.1646681,45.4335198,16670
181.17650509999999,9.1646314,45.4321046,16671
229.9098044,9.162622543,45.43011278,16672
240.41427630000004,9.163446671,45.43044552,16673
231.4107713,9.164224195,45.43076057,16674
181.05535749999999,9.164639354,45.43240762,16675
181.05535749999999,9.164655900000001,45.433037899999995,16676
42.51327943,9.2402213,45.499649600000005,16677
42.82941169,9.241089191,45.50030656,16678
221.21987090000002,9.175634800000001,45.415504600000006,16679
28.72748048,9.1759314,45.4153393,16680
41.27969863,9.2394451,45.4990299,16681
228.72119019999997,9.148137,45.44321779999999,16682
42.82941169,9.2404785,45.4998448,16683
41.28286173,9.240037756,45.49950307,16684
8.661231958,9.175696894,45.41624738,16685
341.4164035,9.1756574,45.4156234,16686
9.209224213999999,9.17598127,45.41749261,16687
9.209224213999999,9.175837504,45.41687017,16688
285.3719621,9.1758317,45.4155371,16689
135.60186930000003,9.175626199999998,45.4153231,16690
106.8339715,9.1757032,45.4152854,16691
159.0387329,9.229178,45.5168528,16692
350.4443707,9.229304875,45.51743971,16693
350.4443707,9.229453999999999,45.516819,16694
256.8645129,9.227409,45.51458710000001,16695
168.8589108,9.227542015,45.51279639,16696
322.9219043,9.228060099999999,45.5140946,16697
310.44900939999997,9.227759599999999,45.514357700000005,16698
165.717568,9.229180614,45.50432352,16699
80.23089411,9.233137654,45.50410786,16700
86.56515754,9.232247099999999,45.504031299999994,16701
74.91910735,9.230014047000001,45.50831303,16702
193.35200509999999,9.224102906,45.5026436,16703
174.9931789,9.224042800000001,45.5032702,16704
27.95783906,9.21982585,45.51690739,16705
27.45021394,9.220676242,45.51801627,16706
28.79593845,9.220248301,45.51746288,16707
90.28454117,9.2307431,45.5209282,16708
190.9062636,9.22863492,45.51862537,16709
27.82967334,9.218258974,45.51511237,16710
27.82967334,9.2178396,45.5145557,16711
282.0658892,9.222735671,45.51712889,16712
282.0658892,9.223614141,45.51699731,16713
201.73259040000002,9.22775036,45.51339319,16714
191.8242991,9.221964125,45.51532839,16715
191.8242991,9.2221482,45.5159445,16716
193.1281802,9.2223157,45.5164494,16717
192.2893823,9.222344732,45.51654485,16718
191.7704887,9.2225351,45.51716,16719
102.1288059,9.225562992,45.51737904,16720
102.1195679,9.223611199999999,45.51767287,16721
282.19364039999994,9.2254662,45.5180711,16722
102.1195679,9.224489493,45.51754072,16723
282.1767657,9.227292237,45.52030912,16724
193.7847668,9.228809599999998,45.5192427,16725
261.6437969,9.2308795,45.521706200000004,16726
101.9639858,9.229688226,45.51911165,16727
282.15264510000003,9.228170428,45.52017664,16728
345.07167089999996,9.2376725,45.4829984,16729
8.392765982,9.149032525,45.50828314,16730
281.7507002,9.223994332,45.51828981,16731
264.8916891,9.155885803,45.50257067,16732
33.15085441,9.1485407,45.5077591,16733
264.9449325,9.15499104,45.50251474,16734
13.68635611,9.221297068,45.51930046,16735
17.09030994,9.221053276000001,45.51869493,16736
12.09654184,9.221799551,45.52092503,16737
12.09654184,9.221611300000001,45.520309600000004,16738
11.93656665,9.22137,45.51951029999999,16739
281.7507002,9.223114843,45.518418,16740
11.94764781,9.2214651,45.5198255,16741
107.93617140000002,9.249073028,45.4813158,16742
100.3166928,9.248210474,45.48148777,16743
46.45002679,9.238274800000001,45.498156,16744
68.71273190000001,9.216574699999999,45.4811265,16745
323.4121428,9.2362743,45.485001200000006,16746
96.81369374,9.247319599999999,45.481567600000005,16747
107.9576457,9.2491854,45.4812903,16748
268.5862702,9.1721962,45.528774600000006,16749
119.39295449999999,9.209458999999999,45.4497617,16750
183.02942380000002,9.154870817,45.44159274,16751
184.1468715,9.154924099999999,45.4422219,16752
120.60325859999999,9.209700900000001,45.4496874,16753
42.9115294,9.238892298,45.4986131,16754
119.69055690000002,9.211247637,45.44904617,16755
120.60325859999999,9.210474092,45.44936657,16756
42.75529401,9.25082089,45.50774684,16757
42.75529401,9.250211052000001,45.50728458,16758
42.72226423,9.252036514,45.50867394,16759
42.1618619,9.251429261,45.50821003,16760
125.6394068,9.224217800000002,45.497094700000005,16761
246.99577200000002,9.091816522,45.47781754,16762
42.74779573,9.249601225,45.50682231,16763
42.79432999,9.248991,45.5063603,16764
313.27840539999994,9.229424985,45.49495022,16765
330.3688611,9.2299903,45.494466700000004,16766
336.4866568,9.236197599999999,45.484928700000005,16767
334.5024757,9.230118899999999,45.494292200000004,16768
42.36720271,9.253251185,45.50960164,16769
42.72226423,9.252645972,45.50913643,16770
41.82304079,9.254457387999999,45.51053473,16771
42.415669,9.253857056000001,45.51006643,16772
279.0656626,9.223682499999999,45.4972689,16773
184.9488806,9.221170428999999,45.4971625,16774
209.40522959999998,9.2213015,45.4977802,16775
109.5333517,9.231354800000002,45.5126191,16776
358.60928010000003,9.230104698,45.50989225,16777
358.60928010000003,9.2301265,45.509262899999996,16778
257.3297679,9.091624900000001,45.4756724,16779
298.98919989999996,9.1628769,45.4596769,16780
236.0423259,9.090808021,45.47542003,16781
123.909793,9.22062,45.4980849,16782
122.0864179,9.2207861,45.498006700000005,16783
54.83138387,9.2319359,45.5039792,16784
70.48933554,9.237479315,45.50488191,16785
77.75809624,9.228682085,45.50344613,16786
87.70091582,9.227795,45.5033497,16787
74.82912157,9.234879878,45.50441237,16788
74.82912157,9.234012868999999,45.50424761,16789
78.84976283,9.236632447,45.50468103,16790
74.9403285,9.235750246,45.50456796,16791
267.4036921,9.2330773,45.512656899999996,16792
175.6216682,9.224034414,45.50333777,16793
86.71729377,9.2315403,45.512589,16794
267.4113895,9.232179902999999,45.51262844,16795
75.27204807,9.23041598,45.50377531,16796
75.16626234,9.229547379,45.50361472,16797
80.02740243,9.231298582,45.5038912,16798
249.5900165,9.13209308,45.46145087,16799
298.5583995,9.134034699999999,45.462584,16800
249.75770609999998,9.129606357,45.4608049,16801
341.847296,9.131547767,45.46069381,16802
136.8009607,9.1318353,45.469611799999996,16803
317.34876560000004,9.1305012,45.470750200000005,16804
137.04569540000003,9.1310171,45.4702283,16805
136.823376,9.132450024,45.46915242,16806
316.0556413,9.1325407,45.4692124,16807
298.57396800000004,9.1341532,45.46253787,16808
317.97519789999996,9.1310985,45.4702854,16809
137.7316159,9.1304196,45.4706893,16810
137.5080274,9.129176600000001,45.471641999999996,16811
317.85697610000005,9.129470039,45.47154489,16812
137.5080274,9.1297834,45.47117749,16813
318.2394166,9.128099992000001,45.47260955,16814
316.9899415,9.128699300000001,45.4721403,16815
317.8542373,9.1300728,45.471077799999996,16816
