font1,back1,Lng,Lat,Fid,font2,font3,font4,font5,back2,back3,back4,back5
87.92714623,267.9271462,9.189120071,45.44313574,1,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.189375025,45.44314222,2,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.18962998,45.44314869,3,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.189884934,45.44315517,4,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.190139889,45.44316164,5,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.190394844,45.44316812,6,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.190649798,45.44317459,7,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.190904753,45.44318107,8,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.191159707,45.44318754,9,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.191414662,45.44319401,10,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.191669617,45.44320049,11,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.191924571,45.44320696,12,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.192179526,45.44321344,13,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.19243448,45.44321991,14,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.192689435,45.44322639,15,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.19294439,45.44323286,16,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.193199344,45.44323933,17,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.193454299,45.44324581,18,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.193709253,45.44325228,19,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.193964208,45.44325876,20,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
87.92714623,267.9271462,9.194219163,45.44326523,21,117.9271462,147.9271462,57.92714623,27.92714623,297.9271462,327.9271462,237.9271462,207.9271462
73.12348274,253.1234827,9.210676237,45.46494275,22,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.210920371,45.4649947,23,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.211164505,45.46504664,24,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.211408639,45.46509859,25,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.211652773,45.46515053,26,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.211896907,45.46520248,27,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.212141041,45.46525442,28,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.212385176,45.46530637,29,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.21262931,45.46535831,30,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.212873444,45.46541026,31,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
73.12348274,253.1234827,9.213117578,45.4654622,32,103.1234827,133.1234827,43.12348274,13.12348274,283.1234827,313.1234827,223.1234827,193.1234827
89.49750404,269.497504,9.213366707,45.46549122,33,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.213621819,45.46549279,34,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.213876931,45.46549436,35,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.214132043,45.46549593,36,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.214387154,45.4654975,37,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.214642266,45.46549907,38,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.214897378,45.46550064,39,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.215152489,45.46550221,40,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.215407601,45.46550377,41,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
89.49750404,269.497504,9.215662713,45.46550534,42,119.497504,149.497504,59.49750404,29.49750404,299.497504,329.497504,239.497504,209.497504
173.7503353,353.7503353,9.20478321,45.46616182,43,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204811569,45.4659802,44,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204839929,45.46579858,45,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204868288,45.46561696,46,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204896648,45.46543534,47,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204925007,45.46525372,48,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204953367,45.46507209,49,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.204981726,45.46489047,50,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205010086,45.46470885,51,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205038446,45.46452722,52,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205066805,45.4643456,53,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205095165,45.46416398,54,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205123524,45.46398235,55,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205151884,45.46380072,56,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205180243,45.4636191,57,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205208603,45.46343747,58,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205236962,45.46325584,59,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205265322,45.46307421,60,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205293682,45.46289258,61,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205322041,45.46271095,62,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
173.7503353,353.7503353,9.205350401,45.46252932,63,203.7503353,233.7503353,143.7503353,113.7503353,383.7503353,413.7503353,323.7503353,293.7503353
175.0497278,355.0497278,9.179115062,45.46541862,64,205.0497278,235.0497278,145.0497278,115.0497278,385.0497278,415.0497278,325.0497278,295.0497278
175.0497278,355.0497278,9.179137542,45.46523659,65,205.0497278,235.0497278,145.0497278,115.0497278,385.0497278,415.0497278,325.0497278,295.0497278
175.0497278,355.0497278,9.179160022,45.46505457,66,205.0497278,235.0497278,145.0497278,115.0497278,385.0497278,415.0497278,325.0497278,295.0497278
175.0497278,355.0497278,9.179182502,45.46487254,67,205.0497278,235.0497278,145.0497278,115.0497278,385.0497278,415.0497278,325.0497278,295.0497278
174.2894069,354.2894069,9.179207119,45.46469065,68,204.2894069,234.2894069,144.2894069,114.2894069,384.2894069,414.2894069,324.2894069,294.2894069
174.2894069,354.2894069,9.179233041,45.46450885,69,204.2894069,234.2894069,144.2894069,114.2894069,384.2894069,414.2894069,324.2894069,294.2894069
174.2894069,354.2894069,9.179258963,45.46432704,70,204.2894069,234.2894069,144.2894069,114.2894069,384.2894069,414.2894069,324.2894069,294.2894069
174.2894069,354.2894069,9.179284885,45.46414524,71,204.2894069,234.2894069,144.2894069,114.2894069,384.2894069,414.2894069,324.2894069,294.2894069
173.6598083,353.6598083,9.179311069,45.46396346,72,203.6598083,233.6598083,143.6598083,113.6598083,383.6598083,413.6598083,323.6598083,293.6598083
173.6598083,353.6598083,9.179339838,45.46378186,73,203.6598083,233.6598083,143.6598083,113.6598083,383.6598083,413.6598083,323.6598083,293.6598083
178.281642,358.281642,9.179354941,45.46359959,74,208.281642,238.281642,148.281642,118.281642,388.281642,418.281642,328.281642,298.281642
178.281642,358.281642,9.179362753,45.46341696,75,208.281642,238.281642,148.281642,118.281642,388.281642,418.281642,328.281642,298.281642
168.274888,348.274888,9.179370572,45.46323433,76,198.274888,228.274888,138.274888,108.274888,378.274888,408.274888,318.274888,288.274888
168.274888,348.274888,9.179423512,45.46305543,77,198.274888,228.274888,138.274888,108.274888,378.274888,408.274888,318.274888,288.274888
156.1940565,336.1940565,9.17950597,45.46288316,78,186.1940565,216.1940565,126.1940565,96.1940565,366.1940565,396.1940565,306.1940565,276.1940565
156.1940565,336.1940565,9.179611123,45.46271599,79,186.1940565,216.1940565,126.1940565,96.1940565,366.1940565,396.1940565,306.1940565,276.1940565
149.1842943,329.1842943,9.179733122,45.46255492,80,179.1842943,209.1842943,119.1842943,89.1842943,359.1842943,389.1842943,299.1842943,269.1842943
171.6239945,351.6239945,9.179798234,45.46238093,81,201.6239945,231.6239945,141.6239945,111.6239945,381.6239945,411.6239945,321.6239945,291.6239945
171.6239945,351.6239945,9.179836182,45.46220017,82,201.6239945,231.6239945,141.6239945,111.6239945,381.6239945,411.6239945,321.6239945,291.6239945
172.6476206,352.6476206,9.179871678,45.46201916,83,202.6476206,232.6476206,142.6476206,112.6476206,382.6476206,412.6476206,322.6476206,292.6476206
172.6476206,352.6476206,9.179905016,45.46183794,84,202.6476206,232.6476206,142.6476206,112.6476206,382.6476206,412.6476206,322.6476206,292.6476206
